District Code,District Name,BLDG. NO.,Building Name,January State FTE F&RL Count,January Membership,2023 F&RL Percentage,Community Eligiblity Provision (CEP) Participating Building,,,,,,,
096-088,HAZELWOOD,2130,NORTH MIDDLE, 381.00 , 665.00 ,57.30%,,,,,,,,
096-088,HAZELWOOD,2150,WEST MIDDLE, 422.00 , 735.29 ,57.40%,,,,,,,,
096-088,HAZELWOOD,2170,SOUTHEAST MIDDLE, 487.00 , 488.00 ,99.80%,Yes,,,,,,,
096-088,HAZELWOOD,4020,KEEVEN ELEM., 293.50 , 294.50 ,99.70%,Yes,,,,,,,
096-088,HAZELWOOD,4040,BARRINGTON ELEM., 274.10 , 476.54 ,57.50%,,,,,,,,
096-088,HAZELWOOD,4060,BROWN ELEM., 243.10 , 372.53 ,65.30%,,,,,,,,
096-088,HAZELWOOD,4080,LAWSON ELEM., 212.00 , 331.00 ,64.00%,,,,,,,,
096-088,HAZELWOOD,4100,COLD WATER ELEM., 259.00 , 395.00 ,65.60%,,,,,,,,
096-088,HAZELWOOD,4140,GARRETT ELEM., 214.00 , 315.50 ,67.80%,,,,,,,,
096-088,HAZELWOOD,4150,GRANNEMANN ELEM., 385.50 , 388.50 ,99.20%,Yes,,,,,,,
096-088,HAZELWOOD,4160,JURY ELEM., 420.00 , 421.20 ,99.70%,Yes,,,,,,,
096-088,HAZELWOOD,4170,JAMESTOWN ELEM., 234.00 , 331.00 ,70.70%,,,,,,,,
096-088,HAZELWOOD,4180,LARIMORE ELEM., 329.50 , 330.50 ,99.70%,Yes,,,,,,,
096-088,HAZELWOOD,4200,LUSHER ELEM., 239.20 , 361.90 ,66.10%,,,,,,,,
096-088,HAZELWOOD,4210,MCCURDY ELEM., 303.20 , 447.20 ,67.80%,,,,,,,,
096-088,HAZELWOOD,4220,MCNAIR ELEM., 254.50 , 381.90 ,66.60%,,,,,,,,
096-088,HAZELWOOD,4240,RUSSELL ELEM., 197.00 , 394.60 ,49.90%,,,,,,,,
096-088,HAZELWOOD,4250,TOWNSEND ELEM., 259.00 , 335.50 ,77.20%,,,,,,,,
096-088,HAZELWOOD,4260,TWILLMAN ELEM., 308.00 , 308.00 ,100.00%,Yes,,,,,,,
096-088,HAZELWOOD,4280,WALKER ELEM., 343.00 , 507.00 ,67.70%,,,,,,,,
096-088,HAZELWOOD,4300,JANA ELEM., 1.00 , 1.40 ,71.40%,,,,,,,,
096-088,HAZELWOOD,4320,ARMSTRONG ELEM., 282.00 , 337.00 ,83.70%,,,,,,,,
096-088,HAZELWOOD,4340,ARROWPOINT ELEM., 315.00 , 317.00 ,99.40%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,1050,MCCLUER HIGH," 1,059.90 "," 1,061.85 ",99.80%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,1060,STEAM ACADEMY AT MSB HIGH SCHO, 421.50 , 421.50 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,1070,MCCLUER NORTH HIGH," 1,046.70 "," 1,048.72 ",99.80%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,1080,THE INNOVATION SCHOOL AT CV, 128.90 , 128.89 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,3010,STEAM ACADEMY MIDDLE SCHOOL, 247.00 , 247.00 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,3030,CROSS KEYS MIDDLE, 622.50 , 623.50 ,99.80%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,3050,FERGUSON MIDDLE, 612.00 , 612.00 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4020,BERMUDA ELEMENTARY, 116.50 , 116.50 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4030,BERKELEY ELEMENTARY SCHOOL, 358.10 , 358.13 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4040,CENTRAL ELEMENTARY, 173.50 , 174.50 ,99.40%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4060,COMBS ELEMENTARY, 282.10 , 282.05 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4080,COMMONS LANE ELEMENTARY, 267.90 , 267.89 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4140,DUCHESNE ELEMENTARY, 220.50 , 220.51 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4160,GRIFFITH ELEMENTARY, 278.70 , 278.72 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4180,HALLS FERRY ELEMENTARY, 345.30 , 346.26 ,99.70%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4190,HOLMAN ELEMENTARY, 173.00 , 173.00 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4200,LEE HAMILTON ELEMENTARY, 278.40 , 278.40 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4210,JOHNSON WABASH 6TH GRADE CTR, 309.50 , 309.50 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4240,PARKER ROAD ELEMENTARY, 335.60 , 335.63 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4260,ROBINWOOD ELEMENTARY, 315.50 , 315.52 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4320,WALNUT GROVE ELEM., 341.40 , 341.38 ,100.00%,Yes,,,,,,,
096-089,FERGUSON-FLORISSANT R-II,4340,WEDGWOOD 6TH GRADE CENTER, 317.00 , 318.00 ,99.70%,Yes,,,,,,,
096-090,PATTONVILLE R-III,1050,PATTONVILLE SR. HIGH, 754.10 ," 1,814.72 ",41.60%,,,,,,,,
096-090,PATTONVILLE R-III,3025,HOLMAN MIDDLE, 334.00 , 629.53 ,53.10%,,,,,,,,
096-090,PATTONVILLE R-III,3050,PATTONVILLE HEIGHTS MIDDLE, 311.00 , 688.00 ,45.20%,,,,,,,,
096-090,PATTONVILLE R-III,4060,BRIDGEWAY ELEM., 217.00 , 462.00 ,47.00%,,,,,,,,
096-090,PATTONVILLE R-III,5040,PARKWOOD ELEM., 212.00 , 420.00 ,50.50%,,,,,,,,
096-090,PATTONVILLE R-III,5060,ROBERT DRUMMOND ELEM., 442.00 , 667.00 ,66.30%,,,,,,,,
096-090,PATTONVILLE R-III,6000,TRADITIONAL SCH., 89.00 , 344.00 ,25.90%,,,,,,,,
096-090,PATTONVILLE R-III,6020,ROSE ACRES ELEM., 118.00 , 357.00 ,33.10%,,,,,,,,
096-090,PATTONVILLE R-III,6060,WILLOW BROOK ELEM., 208.00 , 463.00 ,44.90%,,,,,,,,
096-091,ROCKWOOD R-VI,1050,EUREKA SR. HIGH, 162.90 ," 1,610.27 ",10.10%,,,,,,,,
096-091,ROCKWOOD R-VI,1075,LAFAYETTE SR. HIGH, 163.60 ," 1,612.48 ",10.10%,,,,,,,,
096-091,ROCKWOOD R-VI,1080,MARQUETTE SR. HIGH, 246.90 ," 2,061.85 ",12.00%,,,,,,,,
096-091,ROCKWOOD R-VI,1085,ROCKWOOD SUMMIT SR. HIGH, 194.90 ," 1,163.92 ",16.70%,,,,,,,,
096-091,ROCKWOOD R-VI,3000,ROCKWOOD VALLEY MIDDLE, 59.00 , 655.37 ,9.00%,,,,,,,,
096-091,ROCKWOOD R-VI,3020,CRESTVIEW MIDDLE, 135.00 ," 1,122.91 ",12.00%,,,,,,,,
096-091,ROCKWOOD R-VI,3040,LASALLE SPRINGS MIDDLE, 106.50 , 873.12 ,12.20%,,,,,,,,
096-091,ROCKWOOD R-VI,3050,WILDWOOD MIDDLE, 52.00 , 563.06 ,9.20%,,,,,,,,
096-091,ROCKWOOD R-VI,3060,ROCKWOOD SOUTH MIDDLE, 155.30 , 883.76 ,17.60%,,,,,,,,
096-091,ROCKWOOD R-VI,3080,SELVIDGE MIDDLE, 97.00 , 637.00 ,15.20%,,,,,,,,
096-091,ROCKWOOD R-VI,4020,BALLWIN ELEM., 76.00 , 433.20 ,17.50%,,,,,,,,
096-091,ROCKWOOD R-VI,4040,BOWLES ELEM., 59.00 , 286.71 ,20.60%,,,,,,,,
096-091,ROCKWOOD R-VI,4060,CHESTERFIELD ELEM., 29.00 , 451.00 ,6.40%,,,,,,,,
096-091,ROCKWOOD R-VI,4080,ELLISVILLE ELEM., 52.00 , 514.20 ,10.10%,,,,,,,,
096-091,ROCKWOOD R-VI,4090,RIDGE MEADOWS ELEM., 22.00 , 300.20 ,7.30%,,,,,,,,
096-091,ROCKWOOD R-VI,4100,EUREKA ELEM., 44.00 , 491.31 ,9.00%,,,,,,,,
096-091,ROCKWOOD R-VI,4110,GREEN PINES ELEM., 49.00 , 456.82 ,10.70%,,,,,,,,
096-091,ROCKWOOD R-VI,4120,GEGGIE ELEM., 47.00 , 647.04 ,7.30%,,,,,,,,
096-091,ROCKWOOD R-VI,4125,KELLISON ELEM., 79.00 , 372.60 ,21.20%,,,,,,,,
096-091,ROCKWOOD R-VI,4130,POND ELEM., 45.00 , 408.89 ,11.00%,,,,,,,,
096-091,ROCKWOOD R-VI,4135,STANTON ELEM., 23.00 , 333.00 ,6.90%,,,,,,,,
096-091,ROCKWOOD R-VI,4140,WESTRIDGE ELEM., 86.00 , 397.00 ,21.70%,,,,,,,,
096-091,ROCKWOOD R-VI,4145,BABLER ELEM., 30.00 , 465.06 ,6.50%,,,,,,,,
096-091,ROCKWOOD R-VI,4150,KEHRS MILL ELEM., 32.00 , 584.97 ,5.50%,,,,,,,,
096-091,ROCKWOOD R-VI,4155,UTHOFF VALLEY ELEM., 72.00 , 433.83 ,16.60%,,,,,,,,
096-091,ROCKWOOD R-VI,4160,WOERTHER ELEM., 61.00 , 471.20 ,12.90%,,,,,,,,
096-091,ROCKWOOD R-VI,4165,WILD HORSE ELEM., 72.00 , 497.20 ,14.50%,,,,,,,,
096-091,ROCKWOOD R-VI,4170,BLEVINS ELEM., 51.00 , 428.41 ,11.90%,,,,,,,,
096-091,ROCKWOOD R-VI,4175,FAIRWAY ELEM., 18.20 , 381.20 ,4.80%,,,,,,,,
096-092,KIRKWOOD R-VII,1050,KIRKWOOD SR. HIGH, 175.70 ," 1,695.72 ",10.40%,,,,,,,,
096-092,KIRKWOOD R-VII,3000,NIPHER MIDDLE, 65.00 , 662.19 ,9.80%,,,,,,,,
096-092,KIRKWOOD R-VII,3025,NORTH KIRKWOOD MIDDLE, 55.00 , 654.29 ,8.40%,,,,,,,,
096-092,KIRKWOOD R-VII,5000,W. W. KEYSOR ELEM., 32.00 , 615.04 ,5.20%,,,,,,,,
096-092,KIRKWOOD R-VII,5020,NORTH GLENDALE ELEM., 62.00 , 600.31 ,10.30%,,,,,,,,
096-092,KIRKWOOD R-VII,5060,GEORGE R. ROBINSON ELEM., 81.00 , 486.24 ,16.70%,,,,,,,,
096-092,KIRKWOOD R-VII,6000,F. P. TILLMAN ELEM., 24.00 , 472.16 ,5.10%,,,,,,,,
096-092,KIRKWOOD R-VII,6020,WESTCHESTER ELEM., 24.00 , 584.09 ,4.10%,,,,,,,,
096-093,LINDBERGH SCHOOLS,1050,LINDBERGH SR. HIGH, 265.00 ," 2,129.63 ",12.40%,,,,,,,,
096-093,LINDBERGH SCHOOLS,3070,ROBERT H. SPERRENG MIDDLE, 149.00 , 957.18 ,15.60%,,,,,,,,
096-093,LINDBERGH SCHOOLS,3080,TRUMAN MIDDLE SCHOOL, 118.00 , 734.60 ,16.10%,,,,,,,,
096-093,LINDBERGH SCHOOLS,4040,CRESTWOOD ELEM., 69.00 , 449.01 ,15.40%,,,,,,,,
096-093,LINDBERGH SCHOOLS,4060,DRESSEL ELEMENTARY SCHOOL, 132.60 , 677.58 ,19.60%,,,,,,,,
096-093,LINDBERGH SCHOOLS,5020,KENNERLY ELEM., 39.00 , 492.00 ,7.90%,,,,,,,,
096-093,LINDBERGH SCHOOLS,5040,LONG ELEM., 39.00 , 545.00 ,7.20%,,,,,,,,
096-093,LINDBERGH SCHOOLS,5060,SAPPINGTON ELEM., 78.00 , 511.00 ,15.30%,,,,,,,,
096-093,LINDBERGH SCHOOLS,5070,CONCORD ELEM. SCHOOL, 61.00 , 555.00 ,11.00%,,,,,,,,
096-094,MEHLVILLE R-IX,1050,MEHLVILLE HIGH SCHOOL, 431.10 ," 1,366.70 ",31.50%,,,,,,,,
096-094,MEHLVILLE R-IX,1075,OAKVILLE SR. HIGH, 267.10 ," 1,720.65 ",15.50%,,,,,,,,
096-094,MEHLVILLE R-IX,3000,MARGARET BUERKLE MIDDLE, 273.00 , 598.28 ,45.60%,,,,,,,,
096-094,MEHLVILLE R-IX,3020,OAKVILLE MIDDLE, 96.40 , 640.38 ,15.10%,,,,,,,,
096-094,MEHLVILLE R-IX,3040,WASHINGTON MIDDLE, 138.90 , 418.38 ,33.20%,,,,,,,,
096-094,MEHLVILLE R-IX,3060,BERNARD MIDDLE, 137.00 , 612.13 ,22.40%,,,,,,,,
096-094,MEHLVILLE R-IX,4020,BEASLEY ELEM., 141.00 , 295.71 ,47.70%,,,,,,,,
096-094,MEHLVILLE R-IX,4060,BIERBAUM ELEM., 234.40 , 533.39 ,43.90%,,,,,,,,
096-094,MEHLVILLE R-IX,4070,BLADES ELEM.,114,430.71,26.50%,,,,,,,,
096-094,MEHLVILLE R-IX,4080,FORDER ELEM.,176,373,47.20%,,,,,,,,
096-094,MEHLVILLE R-IX,4090,HAGEMANN ELEM.,85,405.13,21.00%,,,,,,,,
096-094,MEHLVILLE R-IX,5000,OAKVILLE ELEM.,67,391.97,17.10%,,,,,,,,
096-094,MEHLVILLE R-IX,5020,POINT ELEM.,54,406.13,13.30%,,,,,,,,
096-094,MEHLVILLE R-IX,5040,ROGERS ELEM.,47,432,10.90%,,,,,,,,
096-094,MEHLVILLE R-IX,5060,TRAUTWEIN ELEM.,146,372.42,39.20%,,,,,,,,
096-094,MEHLVILLE R-IX,5080,MOSAIC ELEMENTARY,15,250,6.00%,,,,,,,,
096-094,MEHLVILLE R-IX,5100,WOHLWEND ELEM.,93,419.71,22.20%,,,,,,,,
096-094,MEHLVILLE R-IX,8000,At Home Academy,22,94,23.40%,,,,,,,,
096-095,PARKWAY C-2,1050,CENTRAL HIGH,218.8,1206.21,18.10%,,,,,,,,
096-095,PARKWAY C-2,1075,NORTH HIGH,324.2,1044.74,31.00%,,,,,,,,
096-095,PARKWAY C-2,1080,WEST HIGH,167.1,1394.87,12.00%,,,,,,,,
096-095,PARKWAY C-2,1090,SOUTH HIGH,375.2,1536.58,24.40%,,,,,,,,
096-095,PARKWAY C-2,3000,SOUTHWEST MIDDLE,111,680.5,16.30%,,,,,,,,
096-095,PARKWAY C-2,3020,CENTRAL MIDDLE,134.5,931.61,14.40%,,,,,,,,
096-095,PARKWAY C-2,3040,NORTHEAST MIDDLE,251,698.22,35.90%,,,,,,,,
096-095,PARKWAY C-2,3060,SOUTH MIDDLE,107,539.1,19.80%,,,,,,,,
096-095,PARKWAY C-2,3080,WEST MIDDLE,98,1009.14,9.70%,,,,,,,,
096-095,PARKWAY C-2,4010,MCKELVEY PRIMARY,32,227,14.10%,,,,,,,,
096-095,PARKWAY C-2,4020,BARRETTS ELEM.,27,351.49,7.70%,,,,,,,,
096-095,PARKWAY C-2,4030,BELLERIVE ELEM.,100,404.01,24.80%,,,,,,,,
096-095,PARKWAY C-2,4035,CARMAN TRAILS ELEM.,132,376.58,35.10%,,,,,,,,
096-095,PARKWAY C-2,4040,CLAYMONT ELEM.,47,510.03,9.20%,,,,,,,,
096-095,PARKWAY C-2,4060,CRAIG ELEM.,104,394,26.40%,,,,,,,,
096-095,PARKWAY C-2,4100,GREEN TRAILS ELEM.,44,383,11.50%,,,,,,,,
096-095,PARKWAY C-2,4110,HANNA WOODS ELEM.,103,387.05,26.60%,,,,,,,,
096-095,PARKWAY C-2,4120,HENRY ELEM.,60,539.1,11.10%,,,,,,,,
096-095,PARKWAY C-2,4130,HIGHCROFT RIDGE ELEM.,28,364.61,7.70%,,,,,,,,
096-095,PARKWAY C-2,4160,MASON RIDGE ELEM.,41,393.1,10.40%,,,,,,,,
096-095,PARKWAY C-2,4180,MCKELVEY INTERMEDIATE,83,423,19.60%,,,,,,,,
096-095,PARKWAY C-2,4190,OAK BROOK ELEM.,47,389,12.10%,,,,,,,,
096-095,PARKWAY C-2,4200,PIERREMONT ELEM.,61,448.49,13.60%,,,,,,,,
096-095,PARKWAY C-2,4210,RIVER BEND ELEM.,95,408.1,23.30%,,,,,,,,
096-095,PARKWAY C-2,4220,ROSS ELEM.,162,395.54,41.00%,,,,,,,,
096-095,PARKWAY C-2,4235,SORRENTO SPRINGS ELEM.,78,287,27.20%,,,,,,,,
096-095,PARKWAY C-2,4245,SHENANDOAH VALLEY ELEM.,46,422,10.90%,,,,,,,,
096-095,PARKWAY C-2,4260,WREN HOLLOW ELEM.,71,448.08,15.80%,,,,,,,,
096-098,AFFTON 101,1050,AFFTON HIGH,260.6,706.13,36.90%,,,,,,,,
096-098,AFFTON 101,3000,ROGERS MIDDLE,224.7,593.86,37.80%,,,,,,,,
096-098,AFFTON 101,4040,MESNIER PRIMARY SCH.,191,552.99,34.50%,,,,,,,,
096-098,AFFTON 101,4080,GOTSCH INTERMEDIATE SCH.,184,556.4,33.10%,,,,,,,,
096-099,BAYLESS,1050,BAYLESS SENIOR HIGH,259.6,521.08,49.80%,,,,,,,,
096-099,BAYLESS,2000,BAYLESS JUNIOR HIGH,233,412,56.60%,,,,,,,,
096-099,BAYLESS,4020,BAYLESS ELEMENTARY,404,767,52.70%,,,,,,,,
096-101,BRENTWOOD,1050,BRENTWOOD HIGH,40.8,180.13,22.70%,,,,,,,,
096-101,BRENTWOOD,3000,BRENTWOOD MIDDLE,31,162,19.10%,,,,,,,,
096-101,BRENTWOOD,4040,MARK TWAIN ELEM.,23,153,15.00%,,,,,,,,
096-101,BRENTWOOD,4060,MCGRATH ELEM.,30,194.2,15.40%,,,,,,,,
096-102,CLAYTON,1050,CLAYTON HIGH,68.9,810.06,8.50%,,,,,,,,
096-102,CLAYTON,3000,WYDOWN MIDDLE,51,562.69,9.10%,,,,,,,,
096-102,CLAYTON,4020,RALPH M. CAPTAIN ELEM.,29,276.55,10.50%,,,,,,,,
096-102,CLAYTON,4040,GLENRIDGE ELEM.,32,302.61,10.60%,,,,,,,,
096-102,CLAYTON,5000,MERAMEC ELEM.,30,353.46,8.50%,,,,,,,,
096-103,HANCOCK PLACE,1050,HANCOCK SR. HIGH,381,380.98,100.00%,Yes,,,,,,,
096-103,HANCOCK PLACE,3000,HANCOCK PLACE MIDDLE,280,280,100.00%,Yes,,,,,,,
096-103,HANCOCK PLACE,4020,HANCOCK PLACE ELEM.,510.4,510.44,100.00%,Yes,,,,,,,
096-104,JENNINGS,1050,JENNINGS HIGH,671.1,671.08,100.00%,Yes,,,,,,,
096-104,JENNINGS,2050,ROSE JOHNSON JENNINGS JR. HIGH,358,358,100.00%,Yes,,,,,,,
096-104,JENNINGS,4020,FAIRVIEW PRIMARY,203,203,100.00%,Yes,,,,,,,
096-104,JENNINGS,4030,FAIRVIEW INTERMEDIATE,131,131,100.00%,Yes,,,,,,,
096-104,JENNINGS,4040,NORTHVIEW ELEM.,501,501,100.00%,Yes,,,,,,,
096-104,JENNINGS,4060,WOODLAND ELEM.,229,229,100.00%,Yes,,,,,,,
096-104,JENNINGS,4070,KENNETH C. HANRAHAN ELEM.,180,180,100.00%,Yes,,,,,,,
096-106,LADUE,1050,LADUE HORTON WATKINS HIGH,115.1,1285.27,9.00%,,,,,,,,
096-106,LADUE,3000,LADUE MIDDLE,80,1024.31,7.80%,,,,,,,,
096-106,LADUE,4030,LADUE FIFTH GRADE CENTER,31,350,8.90%,,,,,,,,
096-106,LADUE,4040,CONWAY ELEMENTARY,23,401.08,5.70%,,,,,,,,
096-106,LADUE,5020,REED ELEMENTARY,25,368,6.80%,,,,,,,,
096-106,LADUE,5040,OLD BONHOMME ELEMENTARY,27,401,6.70%,,,,,,,,
096-106,LADUE,5080,SPOEDE ELEMENTARY,36,369.29,9.70%,,,,,,,,
096-107,MAPLEWOOD-RICHMOND HEIGHTS,1050,MAPLEWOOD-RICHMOND HGTS. HIGH,134.5,384.73,34.90%,,,,,,,,
096-107,MAPLEWOOD-RICHMOND HEIGHTS,3000,MRH MIDDLE,70,219,32.00%,,,,,,,,
096-107,MAPLEWOOD-RICHMOND HEIGHTS,4040,MRH ELEMENTARY,125,416,30.00%,,,,,,,,
096-107,MAPLEWOOD-RICHMOND HEIGHTS,4080,MRH EARLY CHILDHOOD CENTER,86,326,26.40%,,,,,,,,
096-109,NORMANDY SCHOOLS COLLABORATIVE,1050,NORMANDY HIGH,687,692.53,99.20%,Yes,,,,,,,
096-109,NORMANDY SCHOOLS COLLABORATIVE,4010,BARACK OBAMA ELEMENTARY SCHOOL,409,412,99.30%,Yes,,,,,,,
096-109,NORMANDY SCHOOLS COLLABORATIVE,4090,BEL-NOR,197,197,100.00%,Yes,,,,,,,
096-109,NORMANDY SCHOOLS COLLABORATIVE,4100,JEFFERSON ELEM.,265,265,100.00%,Yes,,,,,,,
096-109,NORMANDY SCHOOLS COLLABORATIVE,4145,LUCAS CROSSING ELEM. COMPLEX,633,633,100.00%,Yes,,,,,,,
096-109,NORMANDY SCHOOLS COLLABORATIVE,4160,WASHINGTON ELEM.,337,337,100.00%,Yes,,,,,,,
096-109,NORMANDY SCHOOLS COLLABORATIVE,5020,NORMANDY EARLY LEARNING CENTER,225.5,225.5,100.00%,Yes,,,,,,,
096-110,RITENOUR,1050,RITENOUR SR. HIGH,1761.6,1763.56,99.90%,Yes,,,,,,,
096-110,RITENOUR,3000,HOECH MIDDLE,728,729,99.90%,Yes,,,,,,,
096-110,RITENOUR,3050,RITENOUR MIDDLE,707.5,708.54,99.90%,Yes,,,,,,,
096-110,RITENOUR,4020,BUDER ELEM.,399.5,399.53,100.00%,Yes,,,,,,,
096-110,RITENOUR,4100,IVELAND ELEM.,435.8,439.78,99.10%,Yes,,,,,,,
096-110,RITENOUR,4120,KRATZ ELEM.,525.8,525.79,100.00%,Yes,,,,,,,
096-110,RITENOUR,4140,MARION ELEM.,491.2,491.2,100.00%,Yes,,,,,,,
096-110,RITENOUR,4160,MARVIN ELEM.,520.9,520.9,100.00%,Yes,,,,,,,
096-110,RITENOUR,4220,WYLAND ELEM.,484.3,484.25,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,1050,RIVERVIEW GARDENS SR. HIGH,1235.9,1235.88,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,3000,R. G. CENTRAL MIDDLE,707,707,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,4020,DANFORTH ELEM.,270,270,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,4040,Westview Middle School,502,502,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,4050,GIBSON ELEM.,451,451,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,4060,GLASGOW ELEM.,276,276,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,4080,HIGHLAND ELEM.,283,283,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,5000,LEMASTERS ELEM.,296,296,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,5020,LEWIS AND CLARK ELEM.,148,148,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,5040,MEADOWS ELEM.,332,332,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,6020,KOCH ELEM.,324,324,100.00%,Yes,,,,,,,
096-111,RIVERVIEW GARDENS,6040,MOLINE ELEM.,299,299,100.00%,Yes,,,,,,,
096-112,UNIVERSITY CITY,1050,UNIVERSITY CITY SR. HIGH,718.3,721.25,99.60%,Yes,,,,,,,
096-112,UNIVERSITY CITY,2000,BRITTANY WOODS,543,543,100.00%,Yes,,,,,,,
096-112,UNIVERSITY CITY,4060,BARBARA JORDAN ELEM.,314,314,100.00%,Yes,,,,,,,
096-112,UNIVERSITY CITY,4100,FLYNN PARK ELEM.,326,326,100.00%,Yes,,,,,,,
096-112,UNIVERSITY CITY,4140,JACKSON PARK ELEM.,267,268,99.60%,Yes,,,,,,,
096-112,UNIVERSITY CITY,4200,PERSHING ELEM.,271,271,100.00%,Yes,,,,,,,
096-113,VALLEY PARK,1050,VALLEY PARK SR. HIGH,68.2,213.69,31.90%,,,,,,,,
096-113,VALLEY PARK,3000,VALLEY PARK MIDDLE,63,152.29,41.40%,,,,,,,,
096-113,VALLEY PARK,4020,VALLEY PARK ELEM.,125,340,36.80%,,,,,,,,
096-114,WEBSTER GROVES,1050,WEBSTER GROVES HIGH,137.3,1254.53,10.90%,,,,,,,,
096-114,WEBSTER GROVES,3000,HIXSON MIDDLE,104.4,973.33,10.70%,,,,,,,,
096-114,WEBSTER GROVES,4020,AVERY ELEM.,29,379,7.70%,,,,,,,,
096-114,WEBSTER GROVES,4040,BRISTOL ELEM.,24,387.56,6.20%,,,,,,,,
096-114,WEBSTER GROVES,4060,CLARK ELEM.,14,289,4.80%,,,,,,,,
096-114,WEBSTER GROVES,4100,EDGAR ROAD ELEM.,13,380.6,3.40%,,,,,,,,
096-114,WEBSTER GROVES,4120,HUDSON ELEM.,19,202,9.40%,,,,,,,,
096-114,WEBSTER GROVES,4160,DR. HENRY GIVENS JR. ELEM.,82,262.23,31.30%,,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,1015,JUVENILE DETENTION CTR.,19,39,48.70%,,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,1059,HIRAM NEUWOEHNER,31.6,80.37,39.30%,,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,1069,SOUTHVIEW HIGH,16.2,58.89,27.60%,,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,1089,NORTHVIEW,128.3,128.33,100.00%,Yes,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,1100,NORTH TECHNICAL,324.1,334,97.00%,Yes,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,1150,SOUTH TECHNICAL,32.7,320.78,10.20%,,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,4029,ACKERMAN,137.1,137.05,100.00%,Yes,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,4069,LITZSINGER,97.8,97.77,100.00%,Yes,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,4269,SOUTHVIEW,23.5,53.64,43.80%,,,,,,,,
096-119,SPECL. SCH. DST. ST. LOUIS CO.,9990,EXTERNAL SITES,156.8,387.07,40.50%,,,,,,,,
096-901,THE LEADERSHIP SCHOOL,6905,THE LEADERSHIP SCHOOL,84,84,100.00%,Yes,,,,,,,
097-116,MIAMI R-I,4020,MIAMI ELEM.,26,68,38.20%,,,,,,,,
097-118,OREARVILLE R-IV,4020,OREARVILLE ELEM.,19,58,32.80%,,,,,,,,
097-119,MALTA BEND R-V,1050,Malta Bend High School,32,32,100.00%,Yes,,,,,,,
097-119,MALTA BEND R-V,4020,Malta Bend Elementary School,27,27,100.00%,Yes,,,,,,,
097-122,HARDEMAN R-X,4020,HARDEMAN ELEM.,18,53,34.00%,,,,,,,,
097-127,GILLIAM C-4,4020,GILLIAM ELEM.,36,36.12,99.70%,,,,,,,,
097-129,MARSHALL,1050,MARSHALL SR. HIGH,307.4,706.65,43.50%,,,,,,,,
